MeanOrient_AGhipX,MeanOrient_AGhipY,MeanOrient_AGhipZ,VarOrient_AGhipX,VarOrient_AGhipY,VarOrient_AGhipZ,Mean_AGhipX,Mean_AGhipY,Mean_AGhipZ,Var_AGhipX,Var_AGhipY,Var_AGhipZ,Cov_AGhipX,Cov_AGhipY,Cov_AGhipZ,Max_AGhipX,Max_AGhipY,Max_AGhipZ,Min_AGhipX,Min_AGhipY,Min_AGhipZ,TenPct_AGhipX,TenPct_AGhipY,TenPct_AGhipZ,TwentyFivePct_AGhipX,TwentyFivePct_AGhipY,TwentyFivePct_AGhipZ,FiftyPct_AGhipX,FiftyPct_AGhipY,FiftyPct_AGhipZ,SeventyFivePct_AGhipX,SeventyFivePct_AGhipY,SeventyFivePct_AGhipZ,NinetyPct_AGhipX,NinetyPct_AGhipY,NinetyPct_AGhipZ,MeanOrient_AGthighX,MeanOrient_AGthighY,MeanOrient_AGthighZ,VarOrient_AGthighX,VarOrient_AGthighY,VarOrient_AGthighZ,Mean_AGthighX,Mean_AGthighY,Mean_AGthighZ,Var_AGthighX,Var_AGthighY,Var_AGthighZ,Cov_AGthighX,Cov_AGthighY,Cov_AGthighZ,Max_AGthighX,Max_AGthighY,Max_AGthighZ,Min_AGthighX,Min_AGthighY,Min_AGthighZ,TenPct_AGthighX,TenPct_AGthighY,TenPct_AGthighZ,TwentyFivePct_AGthighX,TwentyFivePct_AGthighY,TwentyFivePct_AGthighZ,FiftyPct_AGthighX,FiftyPct_AGthighY,FiftyPct_AGthighZ,SeventyFivePct_AGthighX,SeventyFivePct_AGthighY,SeventyFivePct_AGthighZ,NinetyPct_AGthighX,NinetyPct_AGthighY,NinetyPct_AGthighZ,MeanOrient_GEleftX,MeanOrient_GEleftY,MeanOrient_GEleftZ,VarOrient_GEleftX,VarOrient_GEleftY,VarOrient_GEleftZ,Mean_GEleftX,Mean_GEleftY,Mean_GEleftZ,Var_GEleftX,Var_GEleftY,Var_GEleftZ,Cov_GEleftX,Cov_GEleftY,Cov_GEleftZ,Max_GEleftX,Max_GEleftY,Max_GEleftZ,Min_GEleftX,Min_GEleftY,Min_GEleftZ,TenPct_GEleftX,TenPct_GEleftY,TenPct_GEleftZ,TwentyFivePct_GEleftX,TwentyFivePct_GEleftY,TwentyFivePct_GEleftZ,FiftyPct_GEleftX,FiftyPct_GEleftY,FiftyPct_GEleftZ,SeventyFivePct_GEleftX,SeventyFivePct_GEleftY,SeventyFivePct_GEleftZ,NinetyPct_GEleftX,NinetyPct_GEleftY,NinetyPct_GEleftZ,MeanOrient_GErightX,MeanOrient_GErightY,MeanOrient_GErightZ,VarOrient_GErightX,VarOrient_GErightY,VarOrient_GErightZ,Mean_GErightX,Mean_GErightY,Mean_GErightZ,Var_GErightX,Var_GErightY,Var_GErightZ,Cov_GErightX,Cov_GErightY,Cov_GErightZ,Max_GErightX,Max_GErightY,Max_GErightZ,Min_GErightX,Min_GErightY,Min_GErightZ,TenPct_GErightX,TenPct_GErightY,TenPct_GErightZ,TwentyFivePct_GErightX,TwentyFivePct_GErightY,TwentyFivePct_GErightZ,FiftyPct_GErightX,FiftyPct_GErightY,FiftyPct_GErightZ,SeventyFivePct_GErightX,SeventyFivePct_GErightY,SeventyFivePct_GErightZ,NinetyPct_GErightX,NinetyPct_GErightY,NinetyPct_GErightZ
0.63,0.33,-0.49,-1.3,0.99,1.93,-1.91E-01,9.25E-01,-2.99E-01,0.00E+00,2.86E-01,3.26E-01,4.23E-02,1.43E-01,1.63E-01,-3.10E-01,3.93E-01,-7.02E-01,-3.10E-01,3.93E-01,-7.02E-01,-2.44E-01,7.35E-01,-5.41E-01,-2.20E-01,8.40E-01,-4.30E-01,-1.93E-01,9.49E-01,-2.61E-01,-1.66E-01,1.02E+00,-1.62E-01,-1.31E-01,1.08E+00,-1.11E-01,0.63,0.33,-0.49,-1.3,0.99,1.93,-1.91E-01,9.25E-01,-2.99E-01,0.00E+00,2.86E-01,3.26E-01,4.23E-02,1.43E-01,1.63E-01,-3.10E-01,3.93E-01,-7.02E-01,-3.10E-01,3.93E-01,-7.02E-01,-2.44E-01,7.35E-01,-5.41E-01,-2.20E-01,8.40E-01,-4.30E-01,-1.93E-01,9.49E-01,-2.61E-01,-1.66E-01,1.02E+00,-1.62E-01,-1.31E-01,1.08E+00,-1.11E-01,0.63,0.33,-0.49,-1.3,0.99,1.93,-1.91E-01,9.25E-01,-2.99E-01,0.00E+00,2.86E-01,3.26E-01,4.23E-02,1.43E-01,1.63E-01,-3.10E-01,3.93E-01,-7.02E-01,-3.10E-01,3.93E-01,-7.02E-01,-2.44E-01,7.35E-01,-5.41E-01,-2.20E-01,8.40E-01,-4.30E-01,-1.93E-01,9.49E-01,-2.61E-01,-1.66E-01,1.02E+00,-1.62E-01,-1.31E-01,1.08E+00,-1.11E-01,0.63,0.33,-0.49,-1.3,0.99,1.93,-1.91E-01,9.25E-01,-2.99E-01,0.00E+00,2.86E-01,3.26E-01,4.23E-02,1.43E-01,1.63E-01,-3.10E-01,3.93E-01,-7.02E-01,-3.10E-01,3.93E-01,-7.02E-01,-2.44E-01,7.35E-01,-5.41E-01,-2.20E-01,8.40E-01,-4.30E-01,-1.93E-01,9.49E-01,-2.61E-01,-1.66E-01,1.02E+00,-1.62E-01,-1.31E-01,1.08E+00,-1.11E-01
1.06,0.06,-0.96,1.27,-0.15,1.31,-1.93E-01,9.13E-01,-3.38E-01,4.56E-02,-1.40E-01,0.00E+00,4.56E-02,1.40E-01,1.58E-01,-3.30E-01,4.32E-01,-6.94E-01,-3.30E-01,4.32E-01,-6.94E-01,-2.52E-01,7.24E-01,-5.72E-01,-2.24E-01,8.37E-01,-4.66E-01,-1.97E-01,9.38E-01,-3.20E-01,-1.62E-01,1.01E+00,-1.94E-01,-1.31E-01,1.07E+00,-1.55E-01,1.06,0.06,-0.96,1.27,-0.15,1.31,-1.93E-01,9.13E-01,-3.38E-01,4.56E-02,-1.40E-01,0.00E+00,4.56E-02,1.40E-01,1.58E-01,-3.30E-01,4.32E-01,-6.94E-01,-3.30E-01,4.32E-01,-6.94E-01,-2.52E-01,7.24E-01,-5.72E-01,-2.24E-01,8.37E-01,-4.66E-01,-1.97E-01,9.38E-01,-3.20E-01,-1.62E-01,1.01E+00,-1.94E-01,-1.31E-01,1.07E+00,-1.55E-01,1.06,0.06,-0.96,1.27,-0.15,1.31,-1.93E-01,9.13E-01,-3.38E-01,4.56E-02,-1.40E-01,0.00E+00,4.56E-02,1.40E-01,1.58E-01,-3.30E-01,4.32E-01,-6.94E-01,-3.30E-01,4.32E-01,-6.94E-01,-2.52E-01,7.24E-01,-5.72E-01,-2.24E-01,8.37E-01,-4.66E-01,-1.97E-01,9.38E-01,-3.20E-01,-1.62E-01,1.01E+00,-1.94E-01,-1.31E-01,1.07E+00,-1.55E-01,1.06,0.06,-0.96,1.27,-0.15,1.31,-1.93E-01,9.13E-01,-3.38E-01,4.56E-02,-1.40E-01,0.00E+00,4.56E-02,1.40E-01,1.58E-01,-3.30E-01,4.32E-01,-6.94E-01,-3.30E-01,4.32E-01,-6.94E-01,-2.52E-01,7.24E-01,-5.72E-01,-2.24E-01,8.37E-01,-4.66E-01,-1.97E-01,9.38E-01,-3.20E-01,-1.62E-01,1.01E+00,-1.94E-01,-1.31E-01,1.07E+00,-1.55E-01
-0.77,-0.95,-0.83,-1.75,-0.44,0.28,-2.90E-01,-9.76E-01,-2.05E-01,-1.10E-01,0.00E+00,-1.07E-01,1.10E-01,2.27E-01,1.07E-01,-7.27E-01,-1.46E+00,-4.66E-01,-7.27E-01,-1.46E+00,-4.66E-01,-4.31E-01,-1.28E+00,-3.28E-01,-3.69E-01,-1.17E+00,-2.92E-01,-2.87E-01,-9.73E-01,-2.29E-01,-2.09E-01,-7.66E-01,-1.07E-01,-1.54E-01,-6.89E-01,-5.21E-02,-0.77,-0.95,-0.83,-1.75,-0.44,0.28,-2.90E-01,-9.76E-01,-2.05E-01,-1.10E-01,0.00E+00,-1.07E-01,1.10E-01,2.27E-01,1.07E-01,-7.27E-01,-1.46E+00,-4.66E-01,-7.27E-01,-1.46E+00,-4.66E-01,-4.31E-01,-1.28E+00,-3.28E-01,-3.69E-01,-1.17E+00,-2.92E-01,-2.87E-01,-9.73E-01,-2.29E-01,-2.09E-01,-7.66E-01,-1.07E-01,-1.54E-01,-6.89E-01,-5.21E-02,-0.77,-0.95,-0.83,-1.75,-0.44,0.28,-2.90E-01,-9.76E-01,-2.05E-01,-1.10E-01,0.00E+00,-1.07E-01,1.10E-01,2.27E-01,1.07E-01,-7.27E-01,-1.46E+00,-4.66E-01,-7.27E-01,-1.46E+00,-4.66E-01,-4.31E-01,-1.28E+00,-3.28E-01,-3.69E-01,-1.17E+00,-2.92E-01,-2.87E-01,-9.73E-01,-2.29E-01,-2.09E-01,-7.66E-01,-1.07E-01,-1.54E-01,-6.89E-01,-5.21E-02,-0.77,-0.95,-0.83,-1.75,-0.44,0.28,-2.90E-01,-9.76E-01,-2.05E-01,-1.10E-01,0.00E+00,-1.07E-01,1.10E-01,2.27E-01,1.07E-01,-7.27E-01,-1.46E+00,-4.66E-01,-7.27E-01,-1.46E+00,-4.66E-01,-4.31E-01,-1.28E+00,-3.28E-01,-3.69E-01,-1.17E+00,-2.92E-01,-2.87E-01,-9.73E-01,-2.29E-01,-2.09E-01,-7.66E-01,-1.07E-01,-1.54E-01,-6.89E-01,-5.21E-02
-1.09,0.64,-1.87,1.36,-1.43,-1.69,-3.24E-01,-7.82E-01,-2.02E-01,-1.47E-01,1.18E+00,0.00E+00,1.47E-01,5.89E-01,1.16E-01,-1.34E+00,-2.39E+00,-5.45E-01,-1.34E+00,-2.39E+00,-5.45E-01,-4.78E-01,-1.22E+00,-3.28E-01,-3.88E-01,-1.14E+00,-2.89E-01,-3.06E-01,-9.14E-01,-2.26E-01,-2.36E-01,-7.27E-01,-9.94E-02,-1.77E-01,2.30E-01,-5.60E-02,-1.09,0.64,-1.87,1.36,-1.43,-1.69,-3.24E-01,-7.82E-01,-2.02E-01,-1.47E-01,1.18E+00,0.00E+00,1.47E-01,5.89E-01,1.16E-01,-1.34E+00,-2.39E+00,-5.45E-01,-1.34E+00,-2.39E+00,-5.45E-01,-4.78E-01,-1.22E+00,-3.28E-01,-3.88E-01,-1.14E+00,-2.89E-01,-3.06E-01,-9.14E-01,-2.26E-01,-2.36E-01,-7.27E-01,-9.94E-02,-1.77E-01,2.30E-01,-5.60E-02,-1.09,0.64,-1.87,1.36,-1.43,-1.69,-3.24E-01,-7.82E-01,-2.02E-01,-1.47E-01,1.18E+00,0.00E+00,1.47E-01,5.89E-01,1.16E-01,-1.34E+00,-2.39E+00,-5.45E-01,-1.34E+00,-2.39E+00,-5.45E-01,-4.78E-01,-1.22E+00,-3.28E-01,-3.88E-01,-1.14E+00,-2.89E-01,-3.06E-01,-9.14E-01,-2.26E-01,-2.36E-01,-7.27E-01,-9.94E-02,-1.77E-01,2.30E-01,-5.60E-02,-1.09,0.64,-1.87,1.36,-1.43,-1.69,-3.24E-01,-7.82E-01,-2.02E-01,-1.47E-01,1.18E+00,0.00E+00,1.47E-01,5.89E-01,1.16E-01,-1.34E+00,-2.39E+00,-5.45E-01,-1.34E+00,-2.39E+00,-5.45E-01,-4.78E-01,-1.22E+00,-3.28E-01,-3.88E-01,-1.14E+00,-2.89E-01,-3.06E-01,-9.14E-01,-2.26E-01,-2.36E-01,-7.27E-01,-9.94E-02,-1.77E-01,2.30E-01,-5.60E-02
-1.54,-0.3,0.51,0.89,0.1,-1.83,-4.35E-01,-7.93E-01,-1.52E-01,0.00E+00,-4.00E-01,4.32E-01,2.86E-01,4.00E-01,2.16E-01,-1.45E+00,-1.96E+00,-1.06E+00,-1.45E+00,-1.96E+00,-1.06E+00,-8.72E-01,-1.23E+00,-3.56E-01,-5.32E-01,-1.10E+00,-2.73E-01,-3.41E-01,-8.36E-01,-1.62E-01,-2.52E-01,-6.69E-01,-6.00E-02,-1.85E-01,-9.33E-02,1.02E-01,-1.54,-0.3,0.51,0.89,0.1,-1.83,-4.35E-01,-7.93E-01,-1.52E-01,0.00E+00,-4.00E-01,4.32E-01,2.86E-01,4.00E-01,2.16E-01,-1.45E+00,-1.96E+00,-1.06E+00,-1.45E+00,-1.96E+00,-1.06E+00,-8.72E-01,-1.23E+00,-3.56E-01,-5.32E-01,-1.10E+00,-2.73E-01,-3.41E-01,-8.36E-01,-1.62E-01,-2.52E-01,-6.69E-01,-6.00E-02,-1.85E-01,-9.33E-02,1.02E-01,-1.54,-0.3,0.51,0.89,0.1,-1.83,-4.35E-01,-7.93E-01,-1.52E-01,0.00E+00,-4.00E-01,4.32E-01,2.86E-01,4.00E-01,2.16E-01,-1.45E+00,-1.96E+00,-1.06E+00,-1.45E+00,-1.96E+00,-1.06E+00,-8.72E-01,-1.23E+00,-3.56E-01,-5.32E-01,-1.10E+00,-2.73E-01,-3.41E-01,-8.36E-01,-1.62E-01,-2.52E-01,-6.69E-01,-6.00E-02,-1.85E-01,-9.33E-02,1.02E-01,-1.54,-0.3,0.51,0.89,0.1,-1.83,-4.35E-01,-7.93E-01,-1.52E-01,0.00E+00,-4.00E-01,4.32E-01,2.86E-01,4.00E-01,2.16E-01,-1.45E+00,-1.96E+00,-1.06E+00,-1.45E+00,-1.96E+00,-1.06E+00,-8.72E-01,-1.23E+00,-3.56E-01,-5.32E-01,-1.10E+00,-2.73E-01,-3.41E-01,-8.36E-01,-1.62E-01,-2.52E-01,-6.69E-01,-6.00E-02,-1.85E-01,-9.33E-02,1.02E-01
-1.25,0.9,1.69,1.62,0.64,1.02,-2.16E-01,-7.62E-01,-2.49E-01,-3.03E-01,1.14E+00,4.16E-01,3.03E-01,5.72E-01,2.08E-01,-1.48E+00,-1.86E+00,-1.04E+00,-1.48E+00,-1.86E+00,-1.04E+00,-4.39E-01,-1.25E+00,-5.60E-01,-3.61E-01,-1.15E+00,-2.89E-01,-2.79E-01,-8.99E-01,-2.26E-01,-1.85E-01,-7.16E-01,-9.94E-02,2.79E-01,4.20E-01,-4.03E-02,-1.25,0.9,1.69,1.62,0.64,1.02,-2.16E-01,-7.62E-01,-2.49E-01,-3.03E-01,1.14E+00,4.16E-01,3.03E-01,5.72E-01,2.08E-01,-1.48E+00,-1.86E+00,-1.04E+00,-1.48E+00,-1.86E+00,-1.04E+00,-4.39E-01,-1.25E+00,-5.60E-01,-3.61E-01,-1.15E+00,-2.89E-01,-2.79E-01,-8.99E-01,-2.26E-01,-1.85E-01,-7.16E-01,-9.94E-02,2.79E-01,4.20E-01,-4.03E-02,-1.25,0.9,1.69,1.62,0.64,1.02,-2.16E-01,-7.62E-01,-2.49E-01,-3.03E-01,1.14E+00,4.16E-01,3.03E-01,5.72E-01,2.08E-01,-1.48E+00,-1.86E+00,-1.04E+00,-1.48E+00,-1.86E+00,-1.04E+00,-4.39E-01,-1.25E+00,-5.60E-01,-3.61E-01,-1.15E+00,-2.89E-01,-2.79E-01,-8.99E-01,-2.26E-01,-1.85E-01,-7.16E-01,-9.94E-02,2.79E-01,4.20E-01,-4.03E-02,-1.25,0.9,1.69,1.62,0.64,1.02,-2.16E-01,-7.62E-01,-2.49E-01,-3.03E-01,1.14E+00,4.16E-01,3.03E-01,5.72E-01,2.08E-01,-1.48E+00,-1.86E+00,-1.04E+00,-1.48E+00,-1.86E+00,-1.04E+00,-4.39E-01,-1.25E+00,-5.60E-01,-3.61E-01,-1.15E+00,-2.89E-01,-2.79E-01,-8.99E-01,-2.26E-01,-1.85E-01,-7.16E-01,-9.94E-02,2.79E-01,4.20E-01,-4.03E-02
0.74,0.84,0.52,1.26,1.68,-1.03,-3.52E-01,-8.28E-01,-1.92E-01,4.06E-01,0.00E+00,0.00E+00,2.03E-01,6.44E-01,2.04E-01,-1.27E+00,-1.79E+00,-1.06E+00,-1.27E+00,-1.79E+00,-1.06E+00,-6.30E-01,-1.28E+00,-4.46E-01,-4.08E-01,-1.16E+00,-2.81E-01,-3.18E-01,-8.91E-01,-1.55E-01,-2.28E-01,-7.16E-01,-5.60E-02,-1.62E-01,-1.40E-01,1.87E-02,0.74,0.84,0.52,1.26,1.68,-1.03,-3.52E-01,-8.28E-01,-1.92E-01,4.06E-01,0.00E+00,0.00E+00,2.03E-01,6.44E-01,2.04E-01,-1.27E+00,-1.79E+00,-1.06E+00,-1.27E+00,-1.79E+00,-1.06E+00,-6.30E-01,-1.28E+00,-4.46E-01,-4.08E-01,-1.16E+00,-2.81E-01,-3.18E-01,-8.91E-01,-1.55E-01,-2.28E-01,-7.16E-01,-5.60E-02,-1.62E-01,-1.40E-01,1.87E-02,0.74,0.84,0.52,1.26,1.68,-1.03,-3.52E-01,-8.28E-01,-1.92E-01,4.06E-01,0.00E+00,0.00E+00,2.03E-01,6.44E-01,2.04E-01,-1.27E+00,-1.79E+00,-1.06E+00,-1.27E+00,-1.79E+00,-1.06E+00,-6.30E-01,-1.28E+00,-4.46E-01,-4.08E-01,-1.16E+00,-2.81E-01,-3.18E-01,-8.91E-01,-1.55E-01,-2.28E-01,-7.16E-01,-5.60E-02,-1.62E-01,-1.40E-01,1.87E-02,0.74,0.84,0.52,1.26,1.68,-1.03,-3.52E-01,-8.28E-01,-1.92E-01,4.06E-01,0.00E+00,0.00E+00,2.03E-01,6.44E-01,2.04E-01,-1.27E+00,-1.79E+00,-1.06E+00,-1.27E+00,-1.79E+00,-1.06E+00,-6.30E-01,-1.28E+00,-4.46E-01,-4.08E-01,-1.16E+00,-2.81E-01,-3.18E-01,-8.91E-01,-1.55E-01,-2.28E-01,-7.16E-01,-5.60E-02,-1.62E-01,-1.40E-01,1.87E-02
-1.73,-1.92,1.99,-1.17,-0.04,1.15,-2.72E-01,-9.96E-01,-7.14E-02,0.00E+00,4.74E-01,2.22E-01,1.19E-01,2.37E-01,1.11E-01,-8.17E-01,-2.18E+00,-9.23E-01,-8.17E-01,-2.18E+00,-9.23E-01,-4.19E-01,-1.29E+00,-2.02E-01,-3.49E-01,-1.20E+00,-1.59E-01,-2.75E-01,-9.84E-01,-7.18E-02,-1.89E-01,-7.78E-01,2.27E-02,-1.27E-01,-7.08E-01,6.21E-02,-1.73,-1.92,1.99,-1.17,-0.04,1.15,-2.72E-01,-9.96E-01,-7.14E-02,0.00E+00,4.74E-01,2.22E-01,1.19E-01,2.37E-01,1.11E-01,-8.17E-01,-2.18E+00,-9.23E-01,-8.17E-01,-2.18E+00,-9.23E-01,-4.19E-01,-1.29E+00,-2.02E-01,-3.49E-01,-1.20E+00,-1.59E-01,-2.75E-01,-9.84E-01,-7.18E-02,-1.89E-01,-7.78E-01,2.27E-02,-1.27E-01,-7.08E-01,6.21E-02,-1.73,-1.92,1.99,-1.17,-0.04,1.15,-2.72E-01,-9.96E-01,-7.14E-02,0.00E+00,4.74E-01,2.22E-01,1.19E-01,2.37E-01,1.11E-01,-8.17E-01,-2.18E+00,-9.23E-01,-8.17E-01,-2.18E+00,-9.23E-01,-4.19E-01,-1.29E+00,-2.02E-01,-3.49E-01,-1.20E+00,-1.59E-01,-2.75E-01,-9.84E-01,-7.18E-02,-1.89E-01,-7.78E-01,2.27E-02,-1.27E-01,-7.08E-01,6.21E-02,-1.73,-1.92,1.99,-1.17,-0.04,1.15,-2.72E-01,-9.96E-01,-7.14E-02,0.00E+00,4.74E-01,2.22E-01,1.19E-01,2.37E-01,1.11E-01,-8.17E-01,-2.18E+00,-9.23E-01,-8.17E-01,-2.18E+00,-9.23E-01,-4.19E-01,-1.29E+00,-2.02E-01,-3.49E-01,-1.20E+00,-1.59E-01,-2.75E-01,-9.84E-01,-7.18E-02,-1.89E-01,-7.78E-01,2.27E-02,-1.27E-01,-7.08E-01,6.21E-02
-1.71,1.55,-1.52,1.5,0.17,0.07,-2.75E-01,-1.01E+00,-7.00E-02,2.48E-01,4.80E-01,-1.10E-01,1.24E-01,2.40E-01,1.10E-01,-8.68E-01,-1.57E+00,-3.87E-01,-8.68E-01,-1.57E+00,-3.87E-01,-4.27E-01,-1.33E+00,-2.06E-01,-3.69E-01,-1.22E+00,-1.62E-01,-2.71E-01,-9.96E-01,-7.18E-02,-1.85E-01,-7.90E-01,2.66E-02,-1.15E-01,-7.12E-01,7.39E-02,-1.71,1.55,-1.52,1.5,0.17,0.07,-2.75E-01,-1.01E+00,-7.00E-02,2.48E-01,4.80E-01,-1.10E-01,1.24E-01,2.40E-01,1.10E-01,-8.68E-01,-1.57E+00,-3.87E-01,-8.68E-01,-1.57E+00,-3.87E-01,-4.27E-01,-1.33E+00,-2.06E-01,-3.69E-01,-1.22E+00,-1.62E-01,-2.71E-01,-9.96E-01,-7.18E-02,-1.85E-01,-7.90E-01,2.66E-02,-1.15E-01,-7.12E-01,7.39E-02,-1.71,1.55,-1.52,1.5,0.17,0.07,-2.75E-01,-1.01E+00,-7.00E-02,2.48E-01,4.80E-01,-1.10E-01,1.24E-01,2.40E-01,1.10E-01,-8.68E-01,-1.57E+00,-3.87E-01,-8.68E-01,-1.57E+00,-3.87E-01,-4.27E-01,-1.33E+00,-2.06E-01,-3.69E-01,-1.22E+00,-1.62E-01,-2.71E-01,-9.96E-01,-7.18E-02,-1.85E-01,-7.90E-01,2.66E-02,-1.15E-01,-7.12E-01,7.39E-02,-1.71,1.55,-1.52,1.5,0.17,0.07,-2.75E-01,-1.01E+00,-7.00E-02,2.48E-01,4.80E-01,-1.10E-01,1.24E-01,2.40E-01,1.10E-01,-8.68E-01,-1.57E+00,-3.87E-01,-8.68E-01,-1.57E+00,-3.87E-01,-4.27E-01,-1.33E+00,-2.06E-01,-3.69E-01,-1.22E+00,-1.62E-01,-2.71E-01,-9.96E-01,-7.18E-02,-1.85E-01,-7.90E-01,2.66E-02,-1.15E-01,-7.12E-01,7.39E-02
0.28,0.5,-1.19,0.45,1.21,0.99,-2.65E-01,-9.95E-01,-7.30E-02,0.00E+00,4.62E-01,1.01E-01,1.13E-01,2.31E-01,1.01E-01,-6.69E-01,-1.65E+00,-3.16E-01,-6.69E-01,-1.65E+00,-3.16E-01,-4.00E-01,-1.31E+00,-1.98E-01,-3.45E-01,-1.20E+00,-1.55E-01,-2.67E-01,-9.96E-01,-8.36E-02,-1.89E-01,-7.63E-01,1.48E-02,-1.27E-01,-7.08E-01,6.60E-02,0.28,0.5,-1.19,0.45,1.21,0.99,-2.65E-01,-9.95E-01,-7.30E-02,0.00E+00,4.62E-01,1.01E-01,1.13E-01,2.31E-01,1.01E-01,-6.69E-01,-1.65E+00,-3.16E-01,-6.69E-01,-1.65E+00,-3.16E-01,-4.00E-01,-1.31E+00,-1.98E-01,-3.45E-01,-1.20E+00,-1.55E-01,-2.67E-01,-9.96E-01,-8.36E-02,-1.89E-01,-7.63E-01,1.48E-02,-1.27E-01,-7.08E-01,6.60E-02,0.28,0.5,-1.19,0.45,1.21,0.99,-2.65E-01,-9.95E-01,-7.30E-02,0.00E+00,4.62E-01,1.01E-01,1.13E-01,2.31E-01,1.01E-01,-6.69E-01,-1.65E+00,-3.16E-01,-6.69E-01,-1.65E+00,-3.16E-01,-4.00E-01,-1.31E+00,-1.98E-01,-3.45E-01,-1.20E+00,-1.55E-01,-2.67E-01,-9.96E-01,-8.36E-02,-1.89E-01,-7.63E-01,1.48E-02,-1.27E-01,-7.08E-01,6.60E-02,0.28,0.5,-1.19,0.45,1.21,0.99,-2.65E-01,-9.95E-01,-7.30E-02,0.00E+00,4.62E-01,1.01E-01,1.13E-01,2.31E-01,1.01E-01,-6.69E-01,-1.65E+00,-3.16E-01,-6.69E-01,-1.65E+00,-3.16E-01,-4.00E-01,-1.31E+00,-1.98E-01,-3.45E-01,-1.20E+00,-1.55E-01,-2.67E-01,-9.96E-01,-8.36E-02,-1.89E-01,-7.63E-01,1.48E-02,-1.27E-01,-7.08E-01,6.60E-02
-0.95,1.76,1.02,1.54,-0.51,1.66,-1.43E-01,-5.33E-01,-2.96E-01,0.00E+00,0.00E+00,-3.25E-01,3.72E-01,7.47E-01,3.25E-01,-1.55E+00,-2.21E+00,-1.31E+00,-1.55E+00,-2.21E+00,-1.31E+00,-4.74E-01,-1.28E+00,-8.09E-01,-3.53E-01,-1.13E+00,-5.21E-01,-2.32E-01,-8.17E-01,-1.74E-01,1.77E-01,3.74E-01,-6.00E-02,3.84E-01,5.88E-01,2.66E-02,-0.95,1.76,1.02,1.54,-0.51,1.66,-1.43E-01,-5.33E-01,-2.96E-01,0.00E+00,0.00E+00,-3.25E-01,3.72E-01,7.47E-01,3.25E-01,-1.55E+00,-2.21E+00,-1.31E+00,-1.55E+00,-2.21E+00,-1.31E+00,-4.74E-01,-1.28E+00,-8.09E-01,-3.53E-01,-1.13E+00,-5.21E-01,-2.32E-01,-8.17E-01,-1.74E-01,1.77E-01,3.74E-01,-6.00E-02,3.84E-01,5.88E-01,2.66E-02,-0.95,1.76,1.02,1.54,-0.51,1.66,-1.43E-01,-5.33E-01,-2.96E-01,0.00E+00,0.00E+00,-3.25E-01,3.72E-01,7.47E-01,3.25E-01,-1.55E+00,-2.21E+00,-1.31E+00,-1.55E+00,-2.21E+00,-1.31E+00,-4.74E-01,-1.28E+00,-8.09E-01,-3.53E-01,-1.13E+00,-5.21E-01,-2.32E-01,-8.17E-01,-1.74E-01,1.77E-01,3.74E-01,-6.00E-02,3.84E-01,5.88E-01,2.66E-02,-0.95,1.76,1.02,1.54,-0.51,1.66,-1.43E-01,-5.33E-01,-2.96E-01,0.00E+00,0.00E+00,-3.25E-01,3.72E-01,7.47E-01,3.25E-01,-1.55E+00,-2.21E+00,-1.31E+00,-1.55E+00,-2.21E+00,-1.31E+00,-4.74E-01,-1.28E+00,-8.09E-01,-3.53E-01,-1.13E+00,-5.21E-01,-2.32E-01,-8.17E-01,-1.74E-01,1.77E-01,3.74E-01,-6.00E-02,3.84E-01,5.88E-01,2.66E-02
